"Date","Roost","Group","Age","Sex","Band","ID","switch_w","potential","n.days"
3943.16666666667,"RCA",11,"A","F",694,"F694",1,2,4
3943.16666666667,"RCA",11,"A","M",520,"M520",1,2,4
3943.16666666667,"RCA",11,"A","M",523,"M523",0,1,1
3943.16666666667,"RCA",11,"A","M",530,"M530",1,2,4
3943.16666666667,"RCA",11,"A","M",623,"M623",1,2,4
3943.16666666667,"RCA",11,"J","M",629,"M629",1,2,4
3943.16666666667,"RPO",13,"A","M",566,"M566",1,2,4
3944.16666666667,"R18",2,"A","M",689,"M689",0,1,1
3944.16666666667,"R3A",4,"A","M",533,"M533",0,1,1
3944.16666666667,"R3A",4,"A","M",539,"M539",0,1,1
3944.16666666667,"R3A",4,"A","M",573,"M573",0,1,1
3944.16666666667,"R3A",4,"A","M",582,"M582",0,1,1
3944.16666666667,"R3A",4,"J","M",591,"M591",0,1,1
3944.16666666667,"R3A",4,"A","M",598,"M598",0,1,1
3944.16666666667,"R3C",6,"A","F",570,"F570",1,1,1
3944.16666666667,"R3C",6,"A","F",572,"F572",1,2,4
3944.16666666667,"R3C",6,"A","F",577,"F577",1,1,1
3944.16666666667,"R3C",6,"A","F",583,"F583",1,1,1
3944.16666666667,"R3C",6,"A","F",599,"F599",1,1,1
3944.16666666667,"R48",9,"A","F",514,"F514",1,2,5
3944.16666666667,"R48",9,"A","F",544,"F544",1,2,5
3944.16666666667,"R48",9,"A","F",596,"F596",1,2,5
3944.16666666667,"RCA",11,"A","F",512,"F512",0,1,1
3944.16666666667,"RCA",11,"A","F",518,"F518",0,1,1
3944.16666666667,"RCA",11,"A","F",519,"F519",0,1,1
3944.16666666667,"RCA",11,"A","F",524,"F524",0,1,1
3944.16666666667,"RCA",11,"A","F",542,"F542",0,1,1
3944.16666666667,"RCA",11,"A","F",567,"F567",0,1,1
3944.16666666667,"RCA",11,"A","F",628,"F628",0,1,1
3944.16666666667,"RCA",11,"A","F",694,"F694",0,1,1
3944.16666666667,"RCA",11,"A","F",694,"F694",0,1,1
3944.16666666667,"RCA",11,"A","M",523,"M523",0,1,2
3944.16666666667,"RCA",11,"A","M",530,"M530",0,1,1
3944.16666666667,"RCA",11,"A","M",623,"M623",0,1,1
3944.16666666667,"RCA",11,"J","M",629,"M629",0,1,1
3945.16666666667,"R3A",4,"A","M",533,"M533",0,1,2
3945.16666666667,"R3A",4,"A","M",539,"M539",0,1,2
3945.16666666667,"R3A",4,"A","M",573,"M573",0,1,2
3945.16666666667,"R3A",4,"J","M",591,"M591",0,1,2
3945.16666666667,"R3A",4,"A","M",598,"M598",0,1,2
3945.16666666667,"R3C",6,"A","F",570,"F570",0,1,1
3945.16666666667,"R3C",6,"A","F",572,"F572",0,1,1
3945.16666666667,"R3C",6,"A","F",577,"F577",0,1,1
3945.16666666667,"R3C",6,"A","F",583,"F583",0,1,1
3945.16666666667,"R3C",6,"A","F",599,"F599",0,1,1
3946.16666666667,"R10",1,"A","M",513,"M513",1,2,7
3946.16666666667,"R18",2,"A","M",689,"M689",1,2,3
3946.16666666667,"R3A",4,"A","M",533,"M533",0,1,3
3946.16666666667,"R3A",4,"A","M",539,"M539",0,1,3
3946.16666666667,"R3A",4,"A","M",573,"M573",0,1,3
3946.16666666667,"R3A",4,"A","M",582,"M582",1,2,3
3946.16666666667,"R3A",4,"J","M",591,"M591",0,1,3
3946.16666666667,"R3A",4,"A","M",598,"M598",0,1,3
3946.16666666667,"R3C",6,"A","F",570,"F570",0,1,2
3946.16666666667,"R3C",6,"A","F",572,"F572",0,1,2
3946.16666666667,"R3C",6,"A","F",577,"F577",0,1,2
3946.16666666667,"R3C",6,"A","F",583,"F583",0,1,2
3946.16666666667,"R3C",6,"A","F",599,"F599",0,1,2
3946.16666666667,"R48",9,"A","F",516,"F516",1,2,7
3946.16666666667,"R48",9,"A","F",542,"F542",1,2,3
3946.16666666667,"R48",9,"A","F",567,"F567",1,2,3
3946.16666666667,"R48",9,"A","F",596,"F596",1,2,2
3946.16666666667,"R48",9,"A","M",568,"M568",1,2,16
3946.16666666667,"R48",9,"J","M",569,"M569",1,2,7
3946.16666666667,"RCA",11,"A","F",512,"F512",1,2,3
3946.16666666667,"RCA",11,"A","F",514,"F514",1,2,2
3946.16666666667,"RCA",11,"A","F",519,"F519",1,2,3
3946.16666666667,"RCA",11,"A","F",524,"F524",1,2,3
3946.16666666667,"RCA",11,"A","F",622,"F622",1,2,3
3946.16666666667,"RCA",11,"A","F",628,"F628",1,2,3
3946.16666666667,"RCA",11,"A","M",520,"M520",1,2,3
3946.16666666667,"RCA",11,"A","M",523,"M523",1,2,4
3946.16666666667,"RCA",11,"A","M",530,"M530",1,2,3
3946.16666666667,"RCA",11,"A","M",623,"M623",1,2,3
3946.16666666667,"RCA",11,"J","M",629,"M629",1,2,3
3946.16666666667,"RPO",13,"A","M",566,"M566",1,2,3
3947.16666666667,"R3A",4,"A","M",533,"M533",0,1,4
3947.16666666667,"R3A",4,"A","M",539,"M539",0,1,4
3947.16666666667,"R3A",4,"A","M",573,"M573",0,1,4
3947.16666666667,"R3A",4,"J","M",591,"M591",0,1,4
3947.16666666667,"R3A",4,"A","M",598,"M598",0,1,4
3947.16666666667,"R3B",5,"A","M",582,"M582",1,1,1
3947.16666666667,"R3C",6,"A","F",570,"F570",0,1,3
3947.16666666667,"R3C",6,"A","F",572,"F572",0,1,3
3947.16666666667,"R3C",6,"A","F",577,"F577",0,1,3
3947.16666666667,"R3C",6,"A","F",583,"F583",0,1,3
3947.16666666667,"R3C",6,"A","F",599,"F599",0,1,3
3947.16666666667,"R3C",6,"A","F",788,"F788",0,1,0
3948.16666666667,"R10",1,"A","M",513,"M513",1,2,2
3948.16666666667,"R3A",4,"A","M",533,"M533",0,1,5
3948.16666666667,"R3A",4,"A","M",539,"M539",0,1,5
3948.16666666667,"R3A",4,"A","M",573,"M573",0,1,5
3948.16666666667,"R3A",4,"A","M",582,"M582",1,1,1
3948.16666666667,"R3A",4,"A","M",598,"M598",0,1,5
3948.16666666667,"R48",9,"A","F",514,"F514",1,2,2
3948.16666666667,"R48",9,"A","F",516,"F516",1,2,2
3948.16666666667,"R48",9,"A","F",519,"F519",1,2,2
3948.16666666667,"R48",9,"A","F",542,"F542",1,2,2
3948.16666666667,"R48",9,"A","F",544,"F544",1,2,4
3948.16666666667,"R48",9,"A","F",567,"F567",1,2,2
3948.16666666667,"R48",9,"A","F",596,"F596",1,2,2
3948.16666666667,"R48",9,"A","M",568,"M568",1,2,2
3948.16666666667,"R48",9,"J","M",569,"M569",1,2,2
3948.16666666667,"RCA",11,"A","F",512,"F512",1,2,2
3948.16666666667,"RCA",11,"A","F",517,"F517",1,2,5
3948.16666666667,"RCA",11,"A","F",524,"F524",1,2,2
3948.16666666667,"RCA",11,"A","F",592,"F592",1,2,9
3948.16666666667,"RCA",11,"A","F",622,"F622",1,2,2
3948.16666666667,"RCA",11,"A","M",523,"M523",1,2,2
3948.16666666667,"RCA",11,"A","M",530,"M530",1,2,2
3948.16666666667,"RCA",11,"A","M",623,"M623",1,2,2
3948.16666666667,"RCA",11,"J","M",629,"M629",1,2,2
3948.16666666667,"RPO",13,"A","M",566,"M566",1,2,2
3949.16666666667,"R10",1,"A","M",513,"M513",0,1,1
3949.16666666667,"R48",9,"A","F",514,"F514",0,1,1
3949.16666666667,"R48",9,"A","F",516,"F516",0,1,1
3949.16666666667,"R48",9,"A","F",542,"F542",0,1,1
3949.16666666667,"R48",9,"A","F",544,"F544",0,1,1
3949.16666666667,"R48",9,"A","F",567,"F567",0,1,1
3949.16666666667,"R48",9,"J","M",569,"M569",0,1,1
3950.16666666667,"R48",9,"A","F",518,"F518",1,2,7
3950.16666666667,"R48",9,"A","F",542,"F542",0,1,2
3950.16666666667,"R48",9,"A","F",544,"F544",0,1,2
3950.16666666667,"R48",9,"A","F",567,"F567",0,1,2
3950.16666666667,"R48",9,"A","F",596,"F596",1,2,2
3950.16666666667,"R48",9,"A","F",762,"F762",0,1,0
3950.16666666667,"R48",9,"A","M",568,"M568",1,2,2
3950.16666666667,"R48",9,"J","M",569,"M569",0,1,2
3950.16666666667,"RCA",11,"A","F",512,"F512",1,2,2
3950.16666666667,"RCA",11,"A","F",519,"F519",1,2,2
3950.16666666667,"RCA",11,"A","F",524,"F524",1,2,2
3950.16666666667,"RCA",11,"A","F",592,"F592",1,2,2
3950.16666666667,"RCA",11,"A","F",622,"F622",1,2,2
3950.16666666667,"RCA",11,"A","F",628,"F628",1,2,4
3950.16666666667,"RCA",11,"A","M",520,"M520",1,2,4
3950.16666666667,"RCA",11,"A","M",523,"M523",1,2,2
3950.16666666667,"RCA",11,"A","M",530,"M530",1,2,2
3950.16666666667,"RCA",11,"A","M",623,"M623",1,2,2
3950.16666666667,"RCA",11,"J","M",629,"M629",1,2,2
3951.16666666667,"R48",9,"A","F",544,"F544",0,1,3
3951.16666666667,"R48",9,"A","F",567,"F567",0,1,3
3951.16666666667,"R48",9,"A","M",568,"M568",0,1,1
3951.16666666667,"RCA",11,"A","M",523,"M523",0,1,1
3951.16666666667,"RCA",11,"A","M",530,"M530",0,1,1
3951.16666666667,"RCA",11,"A","M",623,"M623",0,1,1
3952.20833333333,"R3C",6,"A","F",570,"F570",1,2,8
3952.20833333333,"R3C",6,"A","F",577,"F577",1,2,8
3952.20833333333,"R3C",6,"A","M",539,"M539",1,2,9
3952.20833333333,"R3C",6,"A","M",574,"M574",1,2,135
3952.20833333333,"RCA",11,"A","F",519,"F519",1,2,2
3952.20833333333,"RCA",11,"A","M",523,"M523",0,1,2
3952.20833333333,"RCA",11,"A","M",530,"M530",0,1,2
3952.20833333333,"RCA",11,"A","M",623,"M623",0,1,2
3953.20833333333,"R10",1,"A","M",513,"M513",1,2,5
3953.20833333333,"R3A",4,"A","F",577,"F577",1,1,1
3953.20833333333,"R3A",4,"A","F",583,"F583",1,2,9
3953.20833333333,"R3A",4,"A","M",533,"M533",1,2,10
3953.20833333333,"R3A",4,"A","M",539,"M539",1,1,1
3953.20833333333,"R3A",4,"A","M",573,"M573",1,2,10
3953.20833333333,"R3A",4,"A","M",582,"M582",1,2,5
3953.20833333333,"R3A",4,"A","M",598,"M598",1,2,10
3953.20833333333,"R3C",6,"A","F",570,"F570",0,1,1
3953.20833333333,"R48",9,"A","F",514,"F514",1,2,5
3953.20833333333,"R48",9,"A","F",516,"F516",1,2,5
3953.20833333333,"R48",9,"A","F",596,"F596",1,2,3
3953.20833333333,"R48",9,"A","M",568,"M568",1,2,3
3953.20833333333,"R48",9,"J","M",569,"M569",1,2,5
3953.20833333333,"RCA",11,"A","F",512,"F512",1,2,3
3953.20833333333,"RCA",11,"A","F",518,"F518",1,2,3
3953.20833333333,"RCA",11,"A","F",519,"F519",0,1,1
3953.20833333333,"RCA",11,"A","F",524,"F524",1,2,3
3953.20833333333,"RCA",11,"A","F",542,"F542",1,2,5
3953.20833333333,"RCA",11,"A","F",567,"F567",1,2,5
3953.20833333333,"RCA",11,"A","F",628,"F628",1,2,3
3953.20833333333,"RCA",11,"A","M",523,"M523",0,1,3
3953.20833333333,"RCA",11,"A","M",530,"M530",0,1,3
3953.20833333333,"RCA",11,"A","M",623,"M623",0,1,3
3953.20833333333,"RPO",13,"A","M",566,"M566",1,2,5
3954.20833333333,"R3A",4,"A","F",570,"F570",1,1,2
3954.20833333333,"R3A",4,"A","F",577,"F577",0,1,1
3954.20833333333,"R3A",4,"A","F",583,"F583",0,1,1
3954.20833333333,"R3A",4,"A","F",599,"F599",1,2,10
3954.20833333333,"R3A",4,"A","M",533,"M533",0,1,1
3954.20833333333,"R3A",4,"A","M",539,"M539",0,1,1
3954.20833333333,"R3A",4,"A","M",573,"M573",0,1,1
3954.20833333333,"R3A",4,"A","M",582,"M582",0,1,1
3954.20833333333,"R3A",4,"J","M",591,"M591",1,2,11
3954.20833333333,"R3A",4,"A","M",598,"M598",0,1,1
3954.20833333333,"RCA",11,"A","F",512,"F512",0,1,1
3954.20833333333,"RCA",11,"A","F",518,"F518",0,1,1
3954.20833333333,"RCA",11,"A","F",519,"F519",0,1,2
3954.20833333333,"RCA",11,"A","F",524,"F524",0,1,1
3954.20833333333,"RCA",11,"A","F",542,"F542",0,1,1
3954.20833333333,"RCA",11,"A","F",567,"F567",0,1,1
3954.20833333333,"RCA",11,"A","F",592,"F592",1,2,4
3954.20833333333,"RCA",11,"A","F",622,"F622",1,2,4
3954.20833333333,"RCA",11,"A","F",628,"F628",0,1,1
3954.20833333333,"RCA",11,"A","F",762,"F762",1,2,4
3954.20833333333,"RCA",11,"A","M",523,"M523",0,1,4
3954.20833333333,"RCA",11,"A","M",530,"M530",0,1,4
3954.20833333333,"RCA",11,"A","M",623,"M623",0,1,4
3955.20833333333,"RCA",11,"A","F",512,"F512",0,1,2
3955.20833333333,"RCA",11,"A","F",519,"F519",0,1,3
3955.20833333333,"RCA",11,"A","F",524,"F524",0,1,2
3955.20833333333,"RCA",11,"A","F",622,"F622",0,1,1
3955.20833333333,"RCA",11,"A","F",628,"F628",0,1,2
3955.20833333333,"RCA",11,"A","M",523,"M523",0,1,5
3955.20833333333,"RCA",11,"A","M",530,"M530",0,1,5
3955.20833333333,"RCA",11,"A","M",623,"M623",0,1,5
3956.20833333333,"R3A",4,"A","F",570,"F570",1,2,2
3956.20833333333,"R3A",4,"A","F",572,"F572",1,2,12
3956.20833333333,"R3A",4,"A","F",577,"F577",1,2,3
3956.20833333333,"R3A",4,"A","F",583,"F583",1,2,3
3956.20833333333,"R3A",4,"A","F",599,"F599",1,2,2
3956.20833333333,"R3A",4,"A","F",788,"F788",1,2,9
3956.20833333333,"R3A",4,"A","M",533,"M533",1,2,3
3956.20833333333,"R3A",4,"A","M",539,"M539",1,2,3
3956.20833333333,"R3A",4,"A","M",573,"M573",1,2,3
3956.20833333333,"R3A",4,"A","M",582,"M582",1,2,3
3956.20833333333,"R3A",4,"A","M",598,"M598",1,2,3
3957.20833333333,"R3A",4,"A","F",572,"F572",0,1,1
3957.20833333333,"R3A",4,"A","F",577,"F577",0,1,1
3957.20833333333,"R3A",4,"A","F",583,"F583",0,1,1
3957.20833333333,"R3A",4,"A","F",599,"F599",0,1,1
3957.20833333333,"R3A",4,"A","F",788,"F788",0,1,1
3957.20833333333,"R3A",4,"A","M",533,"M533",0,1,1
3957.20833333333,"R3A",4,"A","M",539,"M539",0,1,1
3957.20833333333,"R3A",4,"A","M",573,"M573",0,1,1
3957.20833333333,"R3A",4,"A","M",582,"M582",0,1,1
3957.20833333333,"R3A",4,"J","M",591,"M591",1,2,3
3957.20833333333,"R3A",4,"A","M",598,"M598",0,1,1
3958.20833333333,"R3A",4,"A","F",577,"F577",0,1,2
3958.20833333333,"R3A",4,"A","F",583,"F583",0,1,2
3958.20833333333,"R3A",4,"A","F",599,"F599",0,1,2
3958.20833333333,"R3A",4,"A","M",533,"M533",0,1,2
3958.20833333333,"R3A",4,"A","M",539,"M539",0,1,2
3958.20833333333,"R3A",4,"A","M",573,"M573",0,1,2
3958.20833333333,"R3A",4,"A","M",582,"M582",0,1,2
3958.20833333333,"R3A",4,"J","M",591,"M591",0,1,1
3958.20833333333,"R3A",4,"A","M",598,"M598",0,1,2
3958.20833333333,"RBO",10,"A","F",765,"F765",0,1,0
3958.20833333333,"RBO",10,"A","F",766,"F766",0,1,0
3959.20833333333,"R3A",4,"A","F",577,"F577",0,1,3
3959.20833333333,"R3A",4,"A","F",583,"F583",0,1,3
3959.20833333333,"R3A",4,"A","F",599,"F599",0,1,3
3959.20833333333,"R3A",4,"A","M",533,"M533",0,1,3
3959.20833333333,"R3A",4,"A","M",539,"M539",0,1,3
3959.20833333333,"R3A",4,"A","M",573,"M573",0,1,3
3959.20833333333,"R3A",4,"A","M",598,"M598",0,1,3
3959.20833333333,"RBO",10,"J","M",591,"M591",1,1,2
3960.20833333333,"R10",1,"A","M",513,"M513",1,2,7
3960.20833333333,"R3A",4,"A","F",572,"F572",1,2,4
3960.20833333333,"R3A",4,"A","F",577,"F577",0,1,4
3960.20833333333,"R3A",4,"A","F",583,"F583",0,1,4
3960.20833333333,"R3A",4,"A","F",599,"F599",0,1,4
3960.20833333333,"R3A",4,"A","F",788,"F788",1,2,4
3960.20833333333,"R3A",4,"A","M",533,"M533",0,1,4
3960.20833333333,"R3A",4,"A","M",539,"M539",0,1,4
3960.20833333333,"R3A",4,"A","M",573,"M573",0,1,4
3960.20833333333,"R3A",4,"A","M",582,"M582",1,2,4
3960.20833333333,"R3A",4,"J","M",591,"M591",1,1,1
3960.20833333333,"R3A",4,"A","M",598,"M598",0,1,4
3960.20833333333,"R3C",6,"A","M",574,"M574",1,2,8
3960.20833333333,"R48",9,"A","F",514,"F514",1,2,7
3960.20833333333,"R48",9,"A","F",516,"F516",1,2,7
3960.20833333333,"R48",9,"A","F",542,"F542",1,2,7
3960.20833333333,"R48",9,"A","F",544,"F544",1,2,12
3960.20833333333,"R48",9,"A","F",567,"F567",1,2,7
3960.20833333333,"R48",9,"A","F",596,"F596",1,2,7
3960.20833333333,"R48",9,"A","F",621,"F621",1,2,21
3960.20833333333,"R48",9,"A","M",520,"M520",1,2,10
3960.20833333333,"R48",9,"A","M",568,"M568",1,2,7
3960.20833333333,"RCA",11,"A","F",517,"F517",1,2,12
3960.20833333333,"RCA",11,"A","F",519,"F519",1,2,8
3960.20833333333,"RCA",11,"A","F",622,"F622",1,2,6
3960.20833333333,"RCA",11,"A","F",628,"F628",1,2,7
3960.20833333333,"RCA",11,"A","F",694,"F694",1,2,17
3960.20833333333,"RCA",11,"A","F",762,"F762",1,2,6
3960.20833333333,"RCA",11,"A","F",769,"F769",0,1,0
3960.20833333333,"RCA",11,"A","M",523,"M523",1,2,10
3960.20833333333,"RCA",11,"A","M",530,"M530",1,2,10
3960.20833333333,"RCA",11,"A","M",543,"M543",1,2,18
3960.20833333333,"RCA",11,"A","M",581,"M581",1,2,143
3960.20833333333,"RCA",11,"J","M",629,"M629",1,2,10
3960.20833333333,"RPL",12,"A","M",689,"M689",1,2,14
3960.20833333333,"RPO",13,"A","M",566,"M566",1,2,7
3961.20833333333,"R3A",4,"A","F",572,"F572",0,1,1
3961.20833333333,"R3A",4,"A","F",577,"F577",0,1,5
3961.20833333333,"R3A",4,"A","F",583,"F583",0,1,5
3961.20833333333,"R3A",4,"A","F",589,"F589",1,2,78
3961.20833333333,"R3A",4,"A","F",599,"F599",0,1,5
3961.20833333333,"R3A",4,"A","F",788,"F788",0,1,1
3961.20833333333,"R3A",4,"A","M",533,"M533",0,1,5
3961.20833333333,"R3A",4,"A","M",539,"M539",0,1,5
3961.20833333333,"R3A",4,"A","M",573,"M573",0,1,5
3961.20833333333,"R3A",4,"A","M",598,"M598",0,1,5
3962.20833333333,"R48",9,"A","M",568,"M568",1,2,2
3962.20833333333,"R48",9,"J","M",569,"M569",1,2,9
3962.20833333333,"RPO",13,"A","M",566,"M566",1,2,2
3963.20833333333,"R32",3,"A","M",598,"M598",1,2,7
3963.20833333333,"R3A",4,"A","M",533,"M533",1,2,7
3963.20833333333,"R3A",4,"A","M",539,"M539",1,2,7
3963.20833333333,"R3A",4,"A","M",573,"M573",1,2,7
3963.20833333333,"R3A",4,"A","M",582,"M582",1,2,3
3963.20833333333,"RPL",12,"A","M",689,"M689",1,2,3
3964.20833333333,"R32",3,"A","M",598,"M598",0,1,1
3964.20833333333,"R3A",4,"A","M",533,"M533",0,1,1
3964.20833333333,"R3A",4,"A","M",539,"M539",0,1,1
3964.20833333333,"R3A",4,"A","M",573,"M573",0,1,1
3964.20833333333,"R48",9,"A","F",773,"F773",0,1,0
3964.20833333333,"R48",9,"A","M",568,"M568",1,2,2
3964.20833333333,"R48",9,"J","M",569,"M569",1,2,2
3964.20833333333,"RCA",11,"A","M",523,"M523",1,2,4
3964.20833333333,"RCA",11,"A","M",530,"M530",1,2,4
3964.20833333333,"RCA",11,"A","M",623,"M623",1,2,14
3965.20833333333,"R48",9,"A","M",568,"M568",0,1,1
3965.20833333333,"RCA",11,"A","F",517,"F517",1,2,5
3965.20833333333,"RCA",11,"A","M",530,"M530",0,1,1
3965.20833333333,"RCA",11,"A","M",623,"M623",0,1,1
3966.20833333333,"R3A",4,"A","M",582,"M582",1,2,3
3967.20833333333,"R3B",5,"A","F",788,"F788",1,2,7
3968.20833333333,"R10",1,"A","M",513,"M513",1,2,8
3968.20833333333,"R3A",4,"A","M",533,"M533",1,2,5
3968.20833333333,"R3A",4,"A","M",539,"M539",1,2,5
3968.20833333333,"R3A",4,"A","M",573,"M573",1,2,5
3968.20833333333,"R3B",5,"A","F",572,"F572",1,2,8
3968.20833333333,"R3B",5,"A","F",577,"F577",1,2,12
3968.20833333333,"R3B",5,"A","F",599,"F599",1,2,12
3968.20833333333,"R3B",5,"A","F",788,"F788",0,1,1
3968.20833333333,"R3B",5,"J","M",591,"M591",1,2,8
3968.20833333333,"R3B",5,"A","M",598,"M598",1,2,5
3968.20833333333,"R3C",6,"A","F",570,"F570",1,2,12
3968.20833333333,"R3C",6,"A","M",582,"M582",1,2,2
3968.20833333333,"R48",9,"A","F",621,"F621",1,2,8
3968.20833333333,"RCA",11,"A","F",512,"F512",1,2,15
3968.20833333333,"RCA",11,"A","F",514,"F514",1,2,8
3968.20833333333,"RCA",11,"A","F",517,"F517",1,2,3
3968.20833333333,"RCA",11,"A","F",519,"F519",1,2,8
3968.20833333333,"RCA",11,"A","F",524,"F524",1,2,15
3968.20833333333,"RCA",11,"A","F",538,"F538",1,2,29
3968.20833333333,"RCA",11,"A","F",542,"F542",1,2,8
3968.20833333333,"RCA",11,"A","F",567,"F567",1,2,8
3968.20833333333,"RCA",11,"A","F",588,"F588",1,2,29
3968.20833333333,"RCA",11,"A","F",592,"F592",1,2,14
3968.20833333333,"RCA",11,"A","F",596,"F596",1,2,8
3968.20833333333,"RCA",11,"A","F",622,"F622",1,2,8
3968.20833333333,"RCA",11,"A","F",628,"F628",1,2,8
3968.20833333333,"RCA",11,"A","F",694,"F694",1,2,8
3968.20833333333,"RCA",11,"A","F",762,"F762",1,2,8
3968.20833333333,"RCA",11,"A","M",523,"M523",1,2,4
3968.20833333333,"RCA",11,"A","M",530,"M530",1,2,4
3968.20833333333,"RCA",11,"A","M",623,"M623",1,2,4
3968.20833333333,"RCA",11,"J","M",629,"M629",1,2,8
3968.20833333333,"RPO",13,"A","M",566,"M566",1,2,6
3969.20833333333,"R3A",4,"A","M",582,"M582",1,1,1
3972.20833333333,"RCA",11,"A","F",512,"F512",1,2,4
3972.20833333333,"RCA",11,"A","F",514,"F514",1,2,4
3972.20833333333,"RCA",11,"A","F",516,"F516",1,2,12
3972.20833333333,"RCA",11,"A","F",517,"F517",1,2,4
3972.20833333333,"RCA",11,"A","F",518,"F518",1,2,19
3972.20833333333,"RCA",11,"A","F",519,"F519",1,2,4
3972.20833333333,"RCA",11,"A","F",542,"F542",1,2,4
3972.20833333333,"RCA",11,"A","F",544,"F544",1,2,12
3972.20833333333,"RCA",11,"A","F",567,"F567",1,2,4
3972.20833333333,"RCA",11,"A","F",588,"F588",1,2,4
3972.20833333333,"RCA",11,"A","F",621,"F621",1,2,4
3972.20833333333,"RCA",11,"A","F",622,"F622",1,2,4
3972.20833333333,"RCA",11,"A","F",628,"F628",1,2,4
3972.20833333333,"RCA",11,"A","F",694,"F694",1,2,4
3972.20833333333,"RCA",11,"A","F",762,"F762",1,2,4
3972.20833333333,"RCA",11,"A","M",520,"M520",1,2,12
3972.20833333333,"RCA",11,"A","M",523,"M523",1,2,4
3972.20833333333,"RCA",11,"A","M",530,"M530",1,2,4
3972.20833333333,"RCA",11,"A","M",623,"M623",1,2,4
3972.20833333333,"RCA",11,"J","M",629,"M629",1,2,4
3973.20833333333,"R3A",4,"A","M",533,"M533",1,2,5
3973.20833333333,"R3A",4,"A","M",539,"M539",1,2,5
3973.20833333333,"R3A",4,"A","M",573,"M573",1,2,5
3973.20833333333,"RCA",11,"A","F",514,"F514",0,1,1
3973.20833333333,"RCA",11,"A","F",517,"F517",0,1,1
3973.20833333333,"RCA",11,"A","F",519,"F519",0,1,1
3973.20833333333,"RCA",11,"A","F",524,"F524",1,2,5
3973.20833333333,"RCA",11,"A","F",567,"F567",0,1,1
3973.20833333333,"RCA",11,"A","F",588,"F588",0,1,1
3973.20833333333,"RCA",11,"A","F",592,"F592",1,2,5
3973.20833333333,"RCA",11,"A","F",596,"F596",1,2,5
3973.20833333333,"RCA",11,"A","F",622,"F622",0,1,1
3973.20833333333,"RCA",11,"A","F",694,"F694",0,1,1
3973.20833333333,"RCA",11,"A","M",520,"M520",0,1,1
3973.20833333333,"RCA",11,"A","M",523,"M523",0,1,1
3973.20833333333,"RCA",11,"A","M",530,"M530",0,1,1
3973.20833333333,"RCA",11,"A","M",623,"M623",0,1,1
3974.20833333333,"R10",1,"A","M",513,"M513",1,2,6
3974.20833333333,"R18",2,"A","M",689,"M689",1,2,11
3974.20833333333,"R3A",4,"A","M",533,"M533",0,1,1
3974.20833333333,"R3A",4,"A","M",539,"M539",0,1,1
3974.20833333333,"R3A",4,"A","M",573,"M573",0,1,1
3974.20833333333,"R3A",4,"A","M",598,"M598",1,2,6
3974.20833333333,"R3C",6,"A","F",577,"F577",1,2,6
3974.20833333333,"RCA",11,"A","F",512,"F512",1,2,2
3974.20833333333,"RCA",11,"A","F",514,"F514",0,1,2
3974.20833333333,"RCA",11,"A","F",516,"F516",1,2,2
3974.20833333333,"RCA",11,"A","F",517,"F517",0,1,2
3974.20833333333,"RCA",11,"A","F",518,"F518",1,2,2
3974.20833333333,"RCA",11,"A","F",519,"F519",0,1,2
3974.20833333333,"RCA",11,"A","F",524,"F524",0,1,1
3974.20833333333,"RCA",11,"A","F",538,"F538",1,2,6
3974.20833333333,"RCA",11,"A","F",542,"F542",1,2,2
3974.20833333333,"RCA",11,"A","F",544,"F544",1,2,2
3974.20833333333,"RCA",11,"A","F",567,"F567",0,1,2
3974.20833333333,"RCA",11,"A","F",588,"F588",0,1,2
3974.20833333333,"RCA",11,"A","F",592,"F592",0,1,1
3974.20833333333,"RCA",11,"A","F",596,"F596",0,1,1
3974.20833333333,"RCA",11,"A","F",621,"F621",1,2,2
3974.20833333333,"RCA",11,"A","F",622,"F622",0,1,2
3974.20833333333,"RCA",11,"A","F",622,"F622",0,1,2
3974.20833333333,"RCA",11,"A","F",628,"F628",1,2,2
3974.20833333333,"RCA",11,"A","F",694,"F694",0,1,2
3974.20833333333,"RCA",11,"A","F",762,"F762",1,2,2
3974.20833333333,"RCA",11,"A","F",762,"F762",0,1,0
3974.20833333333,"RCA",11,"A","M",523,"M523",0,1,2
3974.20833333333,"RCA",11,"A","M",530,"M530",0,1,2
3974.20833333333,"RCA",11,"A","M",623,"M623",0,1,2
3974.20833333333,"RCA",11,"J","M",629,"M629",1,2,2
3975.20833333333,"RCA",11,"A","M",520,"M520",1,2,3
3975.20833333333,"RCA",11,"A","M",523,"M523",0,1,3
3975.20833333333,"RCA",11,"A","M",530,"M530",0,1,3
3975.20833333333,"RCA",11,"J","M",569,"M569",1,2,11
3975.20833333333,"RCA",11,"A","M",623,"M623",0,1,3
3975.20833333333,"RCA",11,"J","M",629,"M629",0,1,1
3976.20833333333,"R3A",4,"A","M",533,"M533",1,2,3
3976.20833333333,"R3A",4,"A","M",539,"M539",1,2,3
3976.20833333333,"R3A",4,"A","M",573,"M573",1,2,3
3976.20833333333,"R3A",4,"A","M",598,"M598",1,2,2
3977.20833333333,"RCA",11,"A","M",520,"M520",1,2,2
3977.20833333333,"RCA",11,"A","M",523,"M523",1,2,5
3977.20833333333,"RCA",11,"A","M",530,"M530",1,2,5
3977.20833333333,"RCA",11,"A","M",623,"M623",1,2,5
